Date,Sales
2019-07-14,164.64835164835165
2019-07-15,316.7857142857143
2019-07-16,235.92307692307693
2019-07-17,254.06043956043956
2019-07-18,278.1978021978022
2019-07-19,210.33516483516485
2019-07-20,169.47252747252747
2019-07-21,205.6098901098901
2019-07-22,219.74725274725276
2019-07-23,302.88461538461536
2019-07-24,271.02197802197804
2019-07-25,173.15934065934067
2019-07-26,261.2967032967033
2019-07-27,264.4340659340659
2019-07-28,174.57142857142858
2019-07-29,222.7087912087912
2019-07-30,135.84615384615384
2019-07-31,244.9835164835165
2019-08-01,213.12087912087912
2019-08-02,161.25824175824175
2019-08-03,194.3956043956044
2019-08-04,240.53296703296704
2019-08-05,201.67032967032966
2019-08-06,243.80769230769232
2019-08-07,256.94505494505495
2019-08-08,187.08241758241758
2019-08-09,214.21978021978023
2019-08-10,337.3571428571429
2019-08-11,236.4945054945055
2019-08-12,187.63186813186815
2019-08-13,233.76923076923077
2019-08-14,163.9065934065934
2019-08-15,287.04395604395603
2019-08-16,249.1813186813187
2019-08-17,285.31868131868134
2019-08-18,276.45604395604397
2019-08-19,250.5934065934066
2019-08-20,279.7307692307692
2019-08-21,240.86813186813188
2019-08-22,198.0054945054945
2019-08-23,180.14285714285714
2019-08-24,209.2802197802198
2019-08-25,106.41758241758242
2019-08-26,323.55494505494505
2019-08-27,146.69230769230768
2019-08-28,228.82967032967034
2019-08-29,166.96703296703296
2019-08-30,131.10439560439562
2019-08-31,228.24175824175825
2019-09-01,217.37912087912088
2019-09-02,225.5164835164835
2019-09-03,260.65384615384613
2019-09-04,202.7912087912088
2019-09-05,251.92857142857144
2019-09-06,259.0659340659341
2019-09-07,217.2032967032967
2019-09-08,219.34065934065933
2019-09-09,260.47802197802196
2019-09-10,236.6153846153846
2019-09-11,241.75274725274727
2019-09-12,115.8901098901099
2019-09-13,237.02747252747253
2019-09-14,253.16483516483515
2019-09-15,228.3021978021978
2019-09-16,251.43956043956044
2019-09-17,330.5769230769231
2019-09-18,239.71428571428572
2019-09-19,268.85164835164835
2019-09-20,192.98901098901098
2019-09-21,193.12637362637363
2019-09-22,212.26373626373626
2019-09-23,185.40109890109892
2019-09-24,235.53846153846155
2019-09-25,189.67582417582418
2019-09-26,227.8131868131868
2019-09-27,164.95054945054946
2019-09-28,154.0879120879121
2019-09-29,203.22527472527474
2019-09-30,183.36263736263737
2019-10-01,204.5
2019-10-02,206.63736263736263
2019-10-03,219.77472527472528
2019-10-04,289.91208791208794
2019-10-05,306.04945054945057
2019-10-06,274.1868131868132
2019-10-07,220.32417582417582
2019-10-08,312.46153846153845
2019-10-09,161.5989010989011
2019-10-10,136.73626373626374
2019-10-11,251.8736263736264
2019-10-12,238.01098901098902
2019-10-13,232.14835164835165
2019-10-14,240.28571428571428
2019-10-15,156.42307692307693
2019-10-16,181.56043956043956
2019-10-17,300.6978021978022
2019-10-18,290.83516483516485
2019-10-19,202.97252747252747
2019-10-20,336.1098901098901
2019-10-21,186.24725274725276
2019-10-22,211.3846153846154
2019-10-23,254.52197802197801
2019-10-24,180.65934065934067
2019-10-25,215.7967032967033
2019-10-26,231.93406593406593
2019-10-27,221.07142857142858
2019-10-28,284.20879120879124
2019-10-29,270.34615384615387
2019-10-30,186.4835164835165
2019-10-31,206.62087912087912
2019-11-01,250.75824175824175
2019-11-02,237.8956043956044
2019-11-03,202.03296703296704
2019-11-04,263.1703296703297
2019-11-05,282.3076923076923
2019-11-06,210.44505494505495
2019-11-07,281.5824175824176
2019-11-08,160.71978021978023
2019-11-09,161.85714285714286
2019-11-10,266.9945054945055
2019-11-11,201.13186813186815
2019-11-12,193.26923076923077
2019-11-13,229.4065934065934
2019-11-14,209.54395604395606
2019-11-15,259.68131868131866
2019-11-16,170.8186813186813
2019-11-17,224.95604395604397
2019-11-18,402.0934065934066
2019-11-19,249.23076923076923
2019-11-20,148.36813186813185
2019-11-21,273.50549450549454
2019-11-22,271.64285714285717
2019-11-23,313.7802197802198
2019-11-24,251.91758241758242
2019-11-25,212.05494505494505
2019-11-26,315.1923076923077
2019-11-27,280.3296703296703
2019-11-28,154.46703296703296
2019-11-29,282.6043956043956
2019-11-30,233.74175824175825
2019-12-01,300.8791208791209
2019-12-02,227.0164835164835
2019-12-03,285.1538461538462
2019-12-04,255.2912087912088
2019-12-05,275.42857142857144
2019-12-06,244.56593406593407
2019-12-07,225.7032967032967
2019-12-08,249.84065934065933
2019-12-09,277.97802197802196
2019-12-10,267.11538461538464
2019-12-11,327.25274725274727
2019-12-12,268.3901098901099
2019-12-13,278.5274725274725
2019-12-14,352.66483516483515
2019-12-15,250.8021978021978
2019-12-16,273.93956043956047
2019-12-17,217.0769230769231
2019-12-18,250.21428571428572
2019-12-19,330.35164835164835
2019-12-20,263.489010989011
2019-12-21,320.6263736263736
2019-12-22,194.76373626373626
2019-12-23,177.90109890109892
2019-12-24,264.03846153846155
2019-12-25,180.17582417582418
2019-12-26,382.3131868131868
2019-12-27,311.45054945054943
2019-12-28,186.5879120879121
2019-12-29,240.72527472527474
2019-12-30,220.86263736263737
2019-12-31,270.0
