Date,Sales
2018-05-26,361.2696279520246
2018-05-27,341.7256622202844
2018-05-28,306.1683311840886
2018-05-29,363.59826186268407
2018-05-30,341.0160858193273
2018-05-31,258.4224389359927
2018-06-01,372.8179611865398
2018-06-02,233.20329640842183
2018-06-03,308.57909207301583
2018-06-04,303.94599905465566
2018-06-05,327.304671398452
2018-06-06,256.65576608698103
2018-06-07,295.99994280592483
2018-06-08,288.33786370874844
2018-06-09,354.67019318049535
2018-06-10,245.9975976007881
2018-06-11,296.32074510611704
2018-06-12,274.64030535150164
2018-06-13,210.95694927161128
2018-06-14,447.2713488414288
2018-06-15,280.58417683654295
2018-06-16,193.89610659315588
2018-06-17,366.20781176788984
2018-06-18,215.51996609748008
2018-06-19,300.8332431584391
2018-06-20,328.1483161267777
2018-06-21,236.4658575378698
2018-06-22,247.78653904654456
2018-06-23,239.11103118749352
2018-06-24,262.44000313607705
2018-06-25,170.77412246961555
2018-06-26,192.11405492925095
2018-06-27,256.46046418246306
2018-06-28,325.8140115863257
2018-06-29,299.1753559515867
2018-06-30,363.545153307657
2018-07-01,299.92405666859116
2018-07-02,226.3127158001435
2018-07-03,247.7117769879837
2018-07-04,132.12188280715313
2018-07-05,194.54367189284494
2018-07-06,188.97777871258995
2018-07-07,265.42483333992874
2018-07-08,285.88546122965175
2018-07-09,212.36028299468614
2018-07-10,208.8499141847108
2018-07-11,150.35496506657677
2018-07-12,233.8760404066127
2018-07-13,254.41373925489194
2018-07-14,264.9686547315391
2018-07-15,190.5413738151522
2018-07-16,355.1324771334147
2018-07-17,305.7425387559738
2018-07-18,227.37212598965834
2018-07-19,200.02179917610832
2018-07-20,210.69211149188945
2018-07-21,238.38360875116382
2018-07-22,226.0968292109868
2018-07-23,255.83230337929942
2018-07-24,271.59055382568516
2018-07-25,305.372094994959
2018-07-26,291.1774330236539
2018-07-27,215.0070655594717
2018-07-28,243.86148158376164
2018-07-29,195.74116123709106
2018-07-30,182.64657564796892
2018-07-31,331.5781867647846
2018-08-01,188.5364471910218
2018-08-02,334.52180002380493
2018-08-03,193.53467869583733
2018-08-04,228.57550682078735
2018-08-05,277.6446980421762
2018-08-06,212.74265588582253
2018-08-07,233.86977361589726
2018-08-08,195.02643409463718
2018-08-09,180.21300964577074
2018-08-10,198.4298619217021
2018-08-11,168.67734177450268
2018-08-12,303.9557891307544
2018-08-13,195.2655328702914
2018-08-14,308.6068907088814
2018-08-15,42.98016908489028
2018-08-16,205.3856630499688
2018-08-17,236.8236561638019
2018-08-18,185.29442039295708
2018-08-19,267.798216013868
2018-08-20,240.33529151998883
2018-08-21,184.90588353315147
2018-08-22,227.51021671915748
2018-08-23,369.14850370763526
2018-08-24,215.82094501619065
2018-08-25,217.52772897887826
2018-08-26,173.26903167901858
2018-08-27,208.0450168863856
2018-08-28,121.85583599878699
2018-08-29,187.7016279880567
2018-08-30,346.5825193504815
2018-08-31,263.49862406167676
2018-09-01,237.45004353592927
2018-09-02,265.4368665900204
2018-09-03,311.4591694115434
2018-09-04,234.517015531726
2018-09-05,323.610455802767
2018-09-06,263.7395283796965
2018-09-07,208.90425870676535
2018-09-08,303.10465950836857
2018-09-09,58.34073078450608
2018-09-10,165.61245981078295
2018-09-11,215.91982114294845
2018-09-12,146.26277662597232
2018-09-13,191.64127540765563
2018-09-14,163.0552539567709
2018-09-15,162.50463608572485
2018-09-16,364.98933297773596
2018-09-17,240.50924321851758
2018-09-18,200.06425283245432
2018-09-19,282.6542353232594
2018-09-20,190.2790517190987
2018-09-21,258.9385506221648
2018-09-22,227.63256826268366
2018-09-23,304.3609285573346
2018-09-24,122.12344317206328
2018-09-25,253.91991158926368
2018-09-26,216.7501211793075
2018-09-27,140.61384727639302
2018-09-28,274.51085325868854
2018-09-29,159.4408906327398
2018-09-30,310.40369912211304
2018-10-01,244.39900676024095
2018-10-02,256.4265299874385
2018-10-03,220.48597375205495
2018-10-04,271.5770316157243
2018-10-05,106.69938586267902
2018-10-06,223.85270761308487
2018-10-07,183.03665694035988
2018-10-08,238.25088299243274
2018-10-09,220.49502411689926
2018-10-10,260.768707990031
2018-10-11,175.07155174959098
2018-10-12,337.4031621314086
2018-10-13,366.7631356096649
2018-10-14,217.1510585408389
2018-10-15,230.56650731126228
2018-10-16,250.00904848823154
2018-10-17,309.4782389746222
2018-10-18,348.97362616695074
2018-10-19,164.49474811682774
2018-10-20,202.04113369574424
2018-10-21,176.61230276313282
2018-10-22,175.2077663376444
2018-10-23,144.82702677157695
2018-10-24,266.4695779283976
2018-10-25,177.1349053632914
2018-10-26,338.82248650667486
2018-10-27,304.5317908506068
2018-10-28,190.26228013803205
2018-10-29,192.01340855478858
2018-10-30,218.7846229243104
2018-10-31,340.5753629049577
2018-11-01,208.38506118990165
2018-11-02,171.21314370949506
2018-11-03,260.05902983605415
2018-11-04,286.9221325909814
2018-11-05,226.80185885415187
2018-11-06,365.6976095754924
2018-11-07,284.6087799886741
2018-11-08,299.53475982684614
2018-11-09,222.47493354032957
2018-11-10,273.42868051619706
2018-11-11,268.39537529965855
2018-11-12,143.3743878171731
2018-11-13,299.3650836012102
2018-11-14,176.3668240165763
2018-11-15,284.3789664882304
2018-11-16,199.40086473050266
2018-11-17,411.43186897763877
2018-11-18,311.4713262155841
2018-11-19,345.518580414928
2018-11-20,351.57297276492227
2018-11-21,218.6338419084933
2018-11-22,163.70052417816117
2018-11-23,282.7723538327841
2018-11-24,357.8486632950415
2018-11-25,311.92878338957314
2018-11-26,356.01204358168746
2018-11-27,367.0977722165552
2018-11-28,223.18529675880268
2018-11-29,332.2739440324188
2018-11-30,434.3630404608913
2018-12-01,284.45191230748475
2018-12-02,199.53988591557703
2018-12-03,309.62628794896597
2018-12-04,297.7104456320628
2018-12-05,352.7916869898845
2018-12-06,275.8693410877621
2018-12-07,336.9427382706756
2018-12-08,200.0112104021352
2018-12-09,387.074091102518
2018-12-10,433.13071598678056
2018-12-11,417.18042290145803
2018-12-12,251.222552160868
2018-12-13,363.25644678243464
2018-12-14,166.281452721047
2018-12-15,364.29691910237136
2018-12-16,346.3021984550307
2018-12-17,292.29664694157185
2018-12-18,374.2796245881349
2018-12-19,364.2504955127459
2018-12-20,414.20862815214815
2018-12-21,367.1533954870947
2018-12-22,376.0841752660187
2018-12-23,247.00035022700322
2018-12-24,295.9013083179717
2018-12-25,338.78644291501917
2018-12-26,386.655153038808
2018-12-27,370.5068435689491
2018-12-28,463.340925456294
2018-12-29,322.15681593306084
2018-12-30,361.9539387207196
2018-12-31,393.7317242355624
2019-01-01,366.48960979188615
2019-01-02,411.22703980271376
2019-01-03,348.9434659779838
2019-01-04,470.6383475201365
2019-01-05,367.3111513170281
2019-01-06,454.961352132102
2019-01-07,388.5884327917524
2019-01-08,481.1918843698102
2019-01-09,309.77120636908796
2019-01-10,426.32590689991696
2019-01-11,370.855502855615
2019-01-12,411.35952008482013
2019-01-13,470.83749356063055
2019-01-14,332.28896754648906
2019-01-15,322.71349575875365
2019-01-16,344.11064152589665
2019-01-17,420.4799779442735
2019-01-18,292.8210880304092
2019-01-19,413.13356486974396
2019-01-20,331.4170117617888
2019-01-21,341.6710423616362
2019-01-22,388.8952808177776
2019-01-23,435.08936190617754
2019-01-24,376.2529311605563
2019-01-25,385.3856449988356
2019-01-26,413.48717084570103
2019-01-27,400.55718725123927
2019-01-28,257.59538400560484
2019-01-29,393.6014622496797
2019-01-30,425.57513458168097
2019-01-31,486.51612515968446
2019-02-01,544.4241698000224
2019-02-02,463.29901607152306
2019-02-03,428.140423385559
2019-02-04,366.94816308186904
2019-02-05,430.7220185101269
2019-02-06,472.4617851072243
2019-02-07,502.16727047024284
2019-02-08,374.8382944250888
2019-02-09,442.47468909076406
2019-02-10,477.0762989392531
2019-02-11,540.6429808510032
2019-02-12,445.1746041659781
2019-02-13,397.6710507302668
2019-02-14,389.1322149382318
2019-02-15,409.55800377018096
2019-02-16,391.948336825549
2019-02-17,481.3031463515786
2019-02-18,496.6223772674889
2019-02-19,475.9059871841241
2019-02-20,504.1539464190744
2019-02-21,405.3662380072644
2019-02-22,455.54285770700517
2019-02-23,409.6838140015067
2019-02-24,435.78912809585233
2019-02-25,506.8588339094342
2019-02-26,431.8929780638538
2019-02-27,321.89161986629057
2019-02-28,417.8548312883462
2019-03-01,390.78269694037095
2019-03-02,342.6753140412809
2019-03-03,385.5327923838785
2019-03-04,490.3552542956867
2019-03-05,533.1428345953128
2019-03-06,402.8956805443553
2019-03-07,492.6139517948731
2019-03-08,502.2978203324339
2019-03-09,361.94747041476364
2019-03-10,428.5630985060178
2019-03-11,428.1449132066991
2019-03-12,440.69313517924456
2019-03-13,334.2079970693112
2019-03-14,408.6897434227865
2019-03-15,492.13863059855373
2019-03-16,503.55492667704334
2019-03-17,536.9389113646033
2019-03-18,406.2908758937222
2019-03-19,538.61112291914
2019-03-20,464.8999664098858
2019-03-21,343.1577315372775
2019-03-22,469.38475455892757
2019-03-23,401.58138269879197
2019-03-24,453.7479740233091
2019-03-25,414.88489731366957
2019-03-26,492.99253193426443
2019-03-27,435.07126769735805
2019-03-28,402.12150472403437
2019-03-29,475.14365330146495
2019-03-30,432.1381337365512
2019-03-31,391.10537620599234
2019-04-01,491.0458206028327
2019-04-02,388.95991637954234
2019-04-03,373.84812238768814
2019-04-04,378.7109067142524
2019-04-05,322.5487465146559
2019-04-06,375.3621278425474
2019-04-07,519.1515454764177
2019-04-08,351.9175027431023
2019-04-09,405.6605113382338
2019-04-10,337.3810911437106
2019-04-11,366.0797700422429
2019-04-12,492.75708372904694
2019-04-13,453.4135755207511
2019-04-14,362.04979616158414
2019-04-15,397.66630362691257
2019-04-16,346.26366292419976
2019-04-17,346.8424458914563
2019-04-18,338.403230993253
2019-04-19,337.9466031143713
2019-04-20,409.4731533511624
2019-04-21,423.9834788006909
2019-04-22,416.47818234773786
2019-04-23,374.9578724497403
2019-04-24,302.4231629197406
2019-04-25,377.8746727074273
2019-04-26,325.31302567834285
2019-04-27,431.73885039133836
2019-04-28,411.1527798743529
2019-04-29,420.55545139859987
2019-04-30,353.9475062512389
2019-05-01,264.3295895066158
2019-05-02,428.70234979615117
2019-05-03,443.06643907695985
2019-05-04,279.4225123992845
2019-05-05,374.7712276728259
2019-05-06,436.1132454320529
2019-05-07,298.44922860057574
2019-05-08,467.7798422546679
2019-05-09,339.10575338601944
2019-05-10,293.4276306638078
2019-05-11,438.74614419616876
2019-05-12,372.06196529115596
2019-05-13,313.37576621727067
2019-05-14,403.6882199636506
2019-05-15,232.00000000000003
